,Age,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,stimulant,depressant,hallucinagen,Gender_Male
241,3,3,42.0,31.0,46.0,53.0,56.0,2.0,4.0,4,6,6,1,0.0,0.0,0.3333333333333333,0
242,2,-1,55.0,31.0,40.0,48.0,34.0,5.0,3.0,5,4,6,2,0.0,0.0,0.0,0
243,1,0,50.0,29.0,24.0,48.0,35.0,2.0,2.0,5,6,5,4,0.0,0.0,0.0,0
244,2,2,30.0,47.0,51.0,49.0,48.0,2.0,6.0,5,6,4,5,2.0,1.5,0.6666666666666666,0
245,3,2,54.0,29.0,45.0,50.0,20.0,3.0,5.0,5,6,6,0,0.0,1.5,0.3333333333333333,1
246,2,0,33.0,33.0,34.0,33.0,31.0,1.0,2.0,5,6,6,6,0.25,0.0,0.0,0
247,2,1,49.0,35.0,37.0,46.0,37.0,4.0,4.0,5,0,5,5,0.0,1.0,0.0,0
248,4,3,27.0,38.0,38.0,47.0,52.0,4.0,5.0,6,6,5,0,0.0,0.0,0.0,1
249,4,4,16.0,41.0,44.0,55.0,53.0,3.0,3.0,5,5,5,0,0.0,0.0,0.0,0
250,4,1,47.0,42.0,45.0,49.0,49.0,3.0,6.0,5,0,6,6,0.0,0.0,0.0,0
251,4,2,31.0,41.0,44.0,40.0,51.0,5.0,4.0,5,6,6,0,0.0,0.0,0.0,1
252,3,2,42.0,33.0,41.0,42.0,47.0,2.0,2.0,4,5,5,0,0.0,0.0,0.0,0
253,1,3,23.0,46.0,42.0,56.0,54.0,3.0,6.0,5,6,4,2,0.0,0.0,0.0,0
254,4,4,28.0,41.0,48.0,43.0,48.0,2.0,1.0,6,6,5,2,0.5,0.0,0.0,0
255,2,1,49.0,35.0,41.0,37.0,40.0,2.0,4.0,4,6,4,3,0.0,0.0,0.0,1
256,3,3,25.0,51.0,53.0,51.0,47.0,5.0,8.0,5,5,6,2,0.25,0.0,0.0,0
257,1,0,31.0,44.0,44.0,48.0,48.0,3.0,6.0,4,2,5,0,0.5,0.0,0.0,0
258,3,4,36.0,40.0,52.0,25.0,40.0,3.0,7.0,4,6,6,4,0.75,1.0,1.3333333333333333,1
259,6,4,41.0,39.0,43.0,33.0,53.0,3.0,2.0,5,4,0,0,0.0,2.5,0.0,1
260,6,1,26.0,38.0,48.0,46.0,47.0,4.0,5.0,6,6,5,0,0.0,0.0,0.0,1
261,4,1,31.0,46.0,58.0,37.0,42.0,9.0,10.0,5,6,5,0,0.0,0.0,0.3333333333333333,0
262,5,2,29.0,37.0,51.0,43.0,41.0,9.0,7.0,2,0,6,6,0.0,1.5,0.6666666666666666,1
263,4,3,27.0,45.0,44.0,49.0,44.0,2.0,2.0,3,6,4,0,0.0,0.0,0.0,1
264,5,-4,26.0,40.0,46.0,53.0,49.0,3.0,2.0,5,0,6,1,0.0,0.0,0.0,0
265,1,2,31.0,41.0,46.0,47.0,46.0,2.0,3.0,5,5,5,0,0.0,0.0,0.0,0
266,3,2,33.0,40.0,43.0,43.0,42.0,3.0,1.0,2,6,6,0,0.0,0.0,0.0,0
267,5,2,25.0,39.0,45.0,45.0,47.0,4.0,7.0,6,6,6,1,0.25,0.0,0.3333333333333333,1
268,3,1,27.0,49.0,37.0,40.0,42.0,4.0,7.0,6,6,5,0,0.0,0.0,0.0,1
269,4,3,26.0,51.0,50.0,46.0,54.0,4.0,5.0,6,6,6,1,0.0,0.0,0.0,0
270,3,3,27.0,41.0,40.0,38.0,43.0,2.0,1.0,4,2,4,0,0.0,1.0,0.0,0
271,4,3,17.0,53.0,56.0,48.0,47.0,7.0,8.0,6,6,6,0,0.0,0.0,0.3333333333333333,0
272,4,3,43.0,35.0,49.0,45.0,31.0,3.0,9.0,6,6,5,2,0.25,0.5,0.3333333333333333,0
273,5,4,26.0,40.0,46.0,45.0,42.0,6.0,4.0,6,6,6,1,0.0,0.0,0.0,1
274,2,2,38.0,41.0,38.0,45.0,44.0,3.0,6.0,6,6,6,4,2.0,3.5,1.6666666666666667,0
275,3,3,38.0,46.0,47.0,37.0,46.0,4.0,9.0,6,6,4,6,1.0,5.5,0.6666666666666666,1
276,3,3,40.0,37.0,47.0,46.0,52.0,2.0,6.0,4,6,4,2,0.5,0.0,0.3333333333333333,0
277,5,4,27.0,43.0,42.0,41.0,38.0,4.0,5.0,6,3,3,1,0.0,0.0,0.0,1
278,2,0,26.0,49.0,53.0,48.0,41.0,6.0,7.0,5,5,5,3,1.75,2.0,2.6666666666666665,1
279,4,2,33.0,37.0,44.0,48.0,42.0,3.0,5.0,5,6,5,0,0.0,0.0,0.0,0
280,4,3,24.0,45.0,48.0,46.0,45.0,5.0,5.0,5,6,6,1,0.25,1.0,0.0,1
281,5,3,35.0,41.0,51.0,43.0,35.0,3.0,4.0,6,6,6,1,0.0,0.0,0.0,1
282,4,0,36.0,38.0,30.0,42.0,41.0,3.0,4.0,5,6,6,0,0.0,0.5,0.0,0
283,4,3,35.0,40.0,47.0,49.0,48.0,5.0,8.0,5,5,5,0,0.25,0.0,0.0,0
284,4,2,27.0,50.0,47.0,41.0,47.0,5.0,8.0,6,6,5,0,0.0,0.0,0.0,1
285,3,1,25.0,34.0,51.0,40.0,44.0,8.0,6.0,3,6,5,6,1.0,2.5,1.3333333333333333,1
286,3,2,27.0,48.0,41.0,41.0,44.0,2.0,6.0,5,6,4,5,0.0,0.0,0.0,1
287,4,2,38.0,30.0,45.0,34.0,41.0,2.0,1.0,5,6,6,0,0.0,0.0,0.0,0
288,4,3,39.0,42.0,43.0,46.0,35.0,4.0,6.0,3,6,6,0,0.0,1.0,0.0,1
289,2,0,42.0,42.0,41.0,41.0,42.0,4.0,2.0,6,6,6,6,0.0,0.0,0.0,1
290,2,3,19.0,44.0,41.0,53.0,49.0,2.0,3.0,4,6,5,6,0.0,0.5,0.0,0
291,3,1,27.0,46.0,40.0,52.0,48.0,2.0,2.0,0,5,6,0,0.0,0.0,0.0,0
292,3,0,42.0,32.0,49.0,38.0,39.0,2.0,5.0,5,4,5,4,0.25,0.0,0.0,0
293,4,1,35.0,39.0,42.0,39.0,45.0,3.0,5.0,3,6,3,0,0.0,0.0,0.0,0
295,2,1,47.0,40.0,45.0,38.0,39.0,5.0,6.0,3,3,6,6,0.25,0.5,0.0,0
296,1,-2,32.0,43.0,45.0,39.0,41.0,3.0,4.0,5,4,6,0,0.0,0.0,0.0,0
297,3,1,49.0,37.0,47.0,43.0,42.0,3.0,5.0,5,5,6,2,0.0,2.5,0.0,1
298,6,-3,44.0,34.0,47.0,42.0,49.0,4.0,5.0,0,6,6,0,0.0,0.0,0.0,0
300,3,2,37.0,38.0,36.0,53.0,45.0,4.0,2.0,5,6,5,0,0.0,0.0,0.0,0
301,3,1,44.0,33.0,45.0,46.0,46.0,3.0,4.0,5,4,5,0,0.0,0.0,0.0,0
302,2,0,33.0,37.0,35.0,44.0,46.0,2.0,2.0,3,2,6,6,0.0,0.0,0.0,0
303,3,4,41.0,37.0,41.0,47.0,48.0,3.0,4.0,6,6,6,1,0.0,0.0,0.0,0
304,5,1,34.0,44.0,46.0,38.0,39.0,4.0,7.0,6,6,5,1,0.0,0.5,0.6666666666666666,0
305,4,2,32.0,40.0,37.0,42.0,48.0,4.0,3.0,6,6,6,0,0.0,0.0,0.0,0
306,4,2,26.0,22.0,37.0,53.0,43.0,3.0,2.0,4,6,4,0,0.5,1.0,0.6666666666666666,0
307,3,3,38.0,31.0,40.0,36.0,47.0,2.0,4.0,5,6,6,2,0.0,0.5,0.0,1
308,4,3,31.0,36.0,41.0,50.0,47.0,3.0,5.0,5,6,5,0,0.0,0.0,0.0,1
309,3,-1,21.0,45.0,45.0,43.0,52.0,5.0,7.0,5,6,5,0,0.0,0.0,0.0,0
310,3,3,28.0,41.0,45.0,47.0,45.0,2.0,1.0,6,6,6,0,0.0,0.0,0.0,1
311,4,2,24.0,39.0,40.0,44.0,46.0,2.0,2.0,3,6,6,4,0.0,0.0,0.3333333333333333,0
312,1,-3,47.0,36.0,32.0,41.0,41.0,9.0,9.0,3,6,6,2,0.25,0.0,0.0,0
313,4,3,32.0,40.0,43.0,45.0,43.0,2.0,5.0,6,6,6,0,0.0,0.5,0.0,0
314,2,3,36.0,51.0,48.0,47.0,50.0,5.0,5.0,5,6,5,5,0.5,0.5,1.0,0
315,1,-1,30.0,41.0,41.0,44.0,41.0,3.0,3.0,5,6,4,5,0.0,0.0,0.0,0
316,4,4,28.0,45.0,50.0,43.0,45.0,3.0,5.0,5,6,4,1,0.0,0.0,0.0,0
317,5,2,31.0,45.0,53.0,40.0,36.0,9.0,8.0,5,6,6,6,0.5,0.0,0.6666666666666666,0
318,3,2,28.0,52.0,39.0,43.0,49.0,3.0,5.0,5,6,4,3,0.0,0.0,0.0,1
319,2,1,36.0,40.0,41.0,45.0,48.0,2.0,3.0,2,6,5,0,0.0,0.0,0.0,0
320,4,-3,39.0,38.0,37.0,42.0,46.0,7.0,8.0,4,0,6,0,0.0,0.0,0.0,0
321,4,2,43.0,38.0,42.0,36.0,41.0,2.0,3.0,5,6,5,0,0.0,0.0,0.0,0
322,3,0,41.0,38.0,39.0,54.0,52.0,2.0,1.0,5,6,6,0,0.0,0.0,0.0,0
323,1,2,28.0,43.0,49.0,49.0,43.0,4.0,8.0,5,6,6,2,0.0,1.0,0.0,0
324,4,-2,45.0,32.0,34.0,45.0,36.0,3.0,7.0,6,6,5,1,0.5,0.5,1.0,1
325,2,4,38.0,40.0,55.0,37.0,48.0,5.0,5.0,5,6,5,0,0.0,0.0,0.0,0
326,3,1,28.0,48.0,45.0,49.0,55.0,5.0,5.0,5,5,6,0,0.0,0.0,0.0,0
327,3,-1,30.0,28.0,32.0,49.0,45.0,6.0,7.0,6,4,5,6,0.75,1.0,1.0,1
328,4,3,20.0,50.0,46.0,53.0,50.0,2.0,4.0,6,6,5,1,0.0,0.0,0.0,1
329,2,1,38.0,38.0,37.0,50.0,38.0,2.0,1.0,5,6,6,6,0.0,1.0,0.0,0
330,4,1,32.0,43.0,39.0,46.0,41.0,6.0,6.0,4,6,5,2,0.0,0.5,0.0,1
331,4,1,26.0,43.0,41.0,48.0,47.0,4.0,6.0,1,6,5,0,0.0,0.0,0.0,0
332,3,-4,33.0,37.0,39.0,40.0,46.0,2.0,4.0,6,6,6,6,3.0,2.0,2.3333333333333335,1
333,5,-1,31.0,37.0,35.0,49.0,47.0,2.0,2.0,0,5,0,5,0.0,0.0,0.0,0
334,1,0,59.0,26.0,40.0,46.0,28.0,5.0,5.0,6,6,6,6,0.75,1.5,1.0,0
335,6,0,24.0,37.0,39.0,44.0,43.0,8.0,6.0,4,6,6,1,0.0,2.5,0.0,1
336,6,-3,34.0,39.0,36.0,34.0,42.0,4.0,9.0,4,6,6,6,0.0,0.0,0.0,0
337,2,3,40.0,36.0,50.0,46.0,34.0,9.0,9.0,6,6,5,3,0.0,0.0,0.0,0
338,4,3,42.0,41.0,45.0,43.0,50.0,4.0,4.0,5,0,0,5,0.0,0.0,0.0,0
339,4,1,30.0,42.0,53.0,31.0,45.0,9.0,8.0,5,6,6,6,1.25,1.5,1.3333333333333333,0
340,3,4,20.0,48.0,48.0,48.0,51.0,4.0,8.0,6,0,4,0,0.0,0.0,0.0,1
341,4,1,34.0,38.0,42.0,49.0,47.0,2.0,6.0,5,3,5,0,0.0,0.0,0.0,0
342,3,3,31.0,47.0,52.0,45.0,45.0,1.0,6.0,5,6,5,6,0.25,0.0,0.6666666666666666,0
343,5,1,21.0,46.0,44.0,49.0,53.0,1.0,2.0,5,6,6,0,0.0,0.0,0.0,0
344,5,1,42.0,40.0,46.0,42.0,46.0,5.0,5.0,1,6,6,6,0.0,0.5,0.0,0
345,1,-4,38.0,39.0,46.0,42.0,39.0,7.0,4.0,5,6,5,6,2.0,4.5,2.3333333333333335,0
346,3,3,20.0,41.0,55.0,54.0,49.0,3.0,4.0,1,6,5,6,0.75,1.0,1.0,0
347,3,2,36.0,43.0,45.0,49.0,44.0,5.0,6.0,2,6,6,6,1.0,2.0,2.0,0
348,4,2,34.0,51.0,56.0,57.0,44.0,9.0,10.0,6,6,5,6,0.25,0.0,0.3333333333333333,0
349,4,3,27.0,45.0,46.0,43.0,45.0,2.0,2.0,2,6,6,0,0.75,1.5,1.0,1
350,4,1,30.0,42.0,43.0,42.0,44.0,4.0,3.0,6,6,6,0,0.0,2.0,0.0,1
351,4,2,41.0,35.0,42.0,44.0,41.0,4.0,8.0,5,6,5,6,0.75,1.0,1.0,1
352,3,0,46.0,36.0,52.0,51.0,37.0,7.0,6.0,4,6,5,6,2.0,2.5,1.3333333333333333,0
353,3,1,40.0,41.0,46.0,40.0,38.0,4.0,8.0,5,5,4,2,1.5,2.5,1.6666666666666667,1
354,4,2,34.0,35.0,49.0,48.0,31.0,5.0,6.0,1,6,5,1,0.75,1.0,1.0,1
355,2,-3,31.0,40.0,45.0,39.0,45.0,6.0,4.0,2,5,5,2,1.5,1.0,2.0,1
356,3,1,38.0,39.0,46.0,45.0,40.0,3.0,8.0,2,6,5,3,1.5,1.5,1.0,1
357,2,-4,42.0,40.0,54.0,54.0,48.0,9.0,11.0,6,6,6,6,2.25,2.5,1.6666666666666667,1
358,4,2,25.0,39.0,37.0,52.0,45.0,3.0,7.0,6,6,5,2,0.0,0.5,0.0,1
359,3,-3,57.0,31.0,39.0,31.0,29.0,9.0,11.0,3,5,5,6,1.75,1.0,1.6666666666666667,1
360,3,0,40.0,34.0,52.0,44.0,39.0,6.0,6.0,2,6,6,2,1.5,2.0,2.0,1
361,2,0,30.0,50.0,50.0,44.0,45.0,8.0,11.0,5,6,5,3,2.0,2.0,1.3333333333333333,0
362,4,2,41.0,45.0,46.0,44.0,41.0,4.0,7.0,2,6,5,2,0.5,1.0,1.3333333333333333,0
363,3,1,42.0,44.0,53.0,49.0,50.0,7.0,8.0,5,6,4,6,3.0,3.0,1.6666666666666667,0
364,4,2,40.0,42.0,45.0,47.0,45.0,3.0,5.0,2,6,5,6,1.0,1.5,1.0,1
365,4,1,48.0,39.0,37.0,48.0,45.0,2.0,1.0,5,6,6,0,0.0,0.5,0.0,0
366,3,4,40.0,39.0,47.0,43.0,38.0,4.0,6.0,5,5,4,1,0.0,0.0,0.0,0
367,4,1,34.0,40.0,42.0,40.0,32.0,2.0,2.0,5,6,4,2,0.0,0.5,0.0,1
368,3,2,26.0,43.0,45.0,42.0,46.0,2.0,3.0,0,6,5,0,0.0,0.0,0.0,0
369,4,2,25.0,43.0,48.0,46.0,44.0,5.0,6.0,5,6,5,2,0.0,2.5,0.6666666666666666,0
370,2,1,35.0,33.0,34.0,44.0,47.0,4.0,4.0,6,6,5,6,0.5,0.0,0.0,1
371,2,2,48.0,42.0,48.0,48.0,37.0,5.0,6.0,3,6,5,6,1.5,3.5,0.6666666666666666,0
372,1,-1,38.0,42.0,47.0,37.0,40.0,3.0,7.0,5,6,0,6,0.5,0.0,2.3333333333333335,1
373,3,2,46.0,54.0,56.0,34.0,45.0,8.0,11.0,5,6,6,6,0.25,1.5,1.0,0
374,1,0,45.0,46.0,38.0,47.0,44.0,4.0,8.0,5,4,5,5,2.0,1.0,2.0,0
375,4,2,32.0,27.0,51.0,37.0,43.0,4.0,5.0,6,6,5,0,0.5,0.5,2.0,1
376,5,3,33.0,48.0,52.0,53.0,49.0,3.0,3.0,6,6,6,0,0.0,0.0,0.0,0
377,6,1,37.0,41.0,48.0,34.0,51.0,2.0,4.0,6,6,4,0,0.0,0.5,0.0,1
378,4,3,27.0,40.0,41.0,44.0,48.0,3.0,8.0,5,6,5,2,0.25,0.0,0.0,0
379,2,2,31.0,36.0,34.0,46.0,38.0,3.0,3.0,5,6,5,0,0.0,0.0,0.0,0
380,2,3,44.0,33.0,50.0,47.0,47.0,6.0,6.0,0,4,4,0,0.0,0.0,0.0,1
381,4,1,44.0,37.0,51.0,43.0,44.0,4.0,6.0,6,6,6,1,0.0,0.0,0.0,0
382,3,2,31.0,47.0,44.0,39.0,43.0,5.0,9.0,2,6,5,2,2.0,2.0,1.6666666666666667,1
383,3,-3,32.0,36.0,38.0,37.0,36.0,8.0,5.0,4,6,6,6,0.5,0.5,1.0,1
384,3,3,28.0,41.0,45.0,41.0,47.0,5.0,8.0,5,6,6,1,0.0,0.0,0.0,0
385,4,2,37.0,38.0,43.0,50.0,47.0,1.0,5.0,5,6,6,0,0.0,0.0,0.0,0
386,4,2,33.0,41.0,39.0,48.0,46.0,5.0,2.0,1,0,4,0,0.0,0.0,0.0,0
387,2,1,30.0,37.0,29.0,44.0,39.0,3.0,6.0,5,6,6,6,0.5,1.0,1.3333333333333333,1
388,4,-1,19.0,43.0,38.0,53.0,46.0,3.0,5.0,4,6,6,0,0.0,0.0,0.0,1
389,2,2,24.0,42.0,42.0,34.0,54.0,3.0,7.0,0,0,5,0,0.0,0.0,0.0,1
390,3,1,37.0,38.0,47.0,42.0,40.0,4.0,4.0,3,6,6,6,0.0,0.0,0.0,1
391,2,4,30.0,42.0,45.0,44.0,46.0,2.0,2.0,5,6,6,4,0.0,0.0,0.0,1
392,3,0,29.0,37.0,48.0,44.0,42.0,5.0,4.0,2,6,6,6,0.25,2.0,0.0,0
393,2,2,42.0,40.0,47.0,45.0,43.0,3.0,5.0,5,6,5,0,0.0,0.0,0.0,0
394,3,-2,31.0,42.0,42.0,43.0,49.0,3.0,3.0,5,6,6,0,0.0,0.0,0.0,0
395,2,1,28.0,39.0,30.0,39.0,51.0,2.0,1.0,6,0,6,0,0.25,0.0,0.0,0
396,2,1,23.0,44.0,45.0,38.0,53.0,6.0,8.0,6,6,6,5,1.75,0.5,2.3333333333333335,1
397,3,2,38.0,48.0,43.0,33.0,36.0,9.0,10.0,6,4,5,5,1.0,1.0,1.6666666666666667,1
398,3,2,20.0,44.0,39.0,41.0,46.0,4.0,5.0,6,6,5,1,0.0,0.0,0.3333333333333333,0
399,4,1,37.0,43.0,40.0,33.0,45.0,8.0,10.0,6,6,5,6,0.0,0.0,0.0,1
400,2,3,28.0,42.0,48.0,34.0,48.0,7.0,5.0,6,6,3,6,0.0,0.0,0.0,0
401,4,3,27.0,48.0,55.0,49.0,46.0,3.0,3.0,1,5,6,4,0.75,0.5,0.6666666666666666,1
402,2,-1,34.0,39.0,32.0,47.0,47.0,3.0,4.0,4,6,6,1,0.0,0.0,0.0,0
403,4,-3,37.0,32.0,43.0,32.0,37.0,9.0,10.0,5,6,6,6,1.5,1.0,2.0,1
404,1,0,27.0,35.0,44.0,39.0,32.0,6.0,8.0,5,5,6,0,0.0,0.0,0.0,1
405,1,2,23.0,44.0,44.0,38.0,39.0,2.0,5.0,5,5,5,6,0.0,1.0,0.0,1
406,4,-2,45.0,39.0,45.0,42.0,44.0,7.0,7.0,3,6,6,6,0.75,1.0,0.6666666666666666,1
407,1,-4,37.0,50.0,57.0,51.0,42.0,8.0,9.0,5,6,6,6,0.75,2.5,2.0,0
408,4,2,53.0,33.0,56.0,43.0,39.0,5.0,8.0,3,6,6,6,0.5,0.0,1.0,0
409,3,-2,49.0,39.0,44.0,41.0,37.0,4.0,7.0,6,6,2,6,0.75,1.5,1.3333333333333333,1
410,2,2,29.0,41.0,50.0,44.0,40.0,5.0,2.0,3,6,6,6,1.0,1.0,1.0,1
411,3,1,22.0,45.0,51.0,45.0,46.0,4.0,8.0,1,6,6,6,0.5,1.0,0.0,0
412,4,-1,46.0,30.0,49.0,49.0,31.0,7.0,8.0,5,6,6,2,1.25,1.5,1.6666666666666667,1
413,3,0,31.0,29.0,48.0,44.0,29.0,4.0,4.0,3,3,6,1,0.5,0.5,1.0,0
414,2,2,37.0,47.0,39.0,46.0,40.0,3.0,5.0,6,3,6,2,0.5,0.0,0.6666666666666666,0
415,3,0,36.0,39.0,51.0,44.0,39.0,4.0,6.0,5,6,5,6,1.75,2.0,2.0,1
416,3,0,20.0,42.0,38.0,42.0,37.0,5.0,6.0,6,6,4,1,0.0,0.0,0.3333333333333333,0
417,1,-1,30.0,32.0,42.0,29.0,56.0,4.0,9.0,6,6,6,5,2.75,1.5,3.0,1
418,1,0,35.0,35.0,48.0,28.0,32.0,5.0,9.0,5,6,5,6,2.25,3.0,1.6666666666666667,1
419,2,0,28.0,46.0,47.0,36.0,37.0,8.0,11.0,5,5,4,2,1.5,1.0,2.0,1
420,2,4,39.0,40.0,53.0,40.0,45.0,4.0,6.0,6,6,5,0,0.0,1.5,0.6666666666666666,0
421,2,2,42.0,41.0,45.0,41.0,43.0,5.0,5.0,6,6,6,0,0.0,0.0,0.0,1
422,1,-1,39.0,45.0,46.0,37.0,49.0,6.0,9.0,4,6,4,5,1.5,0.0,1.0,1
423,2,0,39.0,27.0,36.0,41.0,39.0,6.0,4.0,5,6,6,6,0.5,1.0,0.0,1
424,3,1,28.0,39.0,46.0,54.0,37.0,4.0,3.0,4,6,6,6,0.5,2.0,1.0,1
425,3,2,26.0,45.0,41.0,51.0,48.0,4.0,4.0,6,6,6,1,0.0,0.0,0.0,0
426,4,4,41.0,40.0,56.0,49.0,42.0,8.0,8.0,3,6,6,1,0.75,1.0,2.0,0
427,3,2,32.0,38.0,47.0,41.0,29.0,4.0,4.0,6,6,5,5,0.75,1.5,2.0,1
428,4,-3,38.0,40.0,44.0,42.0,42.0,6.0,6.0,5,5,4,1,0.25,1.5,0.0,1
429,3,2,42.0,34.0,45.0,34.0,41.0,7.0,7.0,6,6,5,0,1.25,1.0,3.3333333333333335,1
430,2,-1,27.0,39.0,31.0,45.0,47.0,2.0,2.0,5,6,6,2,0.0,1.5,0.0,0
431,2,-4,38.0,33.0,36.0,38.0,40.0,4.0,6.0,5,6,6,6,0.25,0.0,1.0,1
432,2,-1,36.0,42.0,39.0,49.0,34.0,5.0,6.0,5,6,5,5,1.5,0.5,1.3333333333333333,0
433,2,2,33.0,38.0,34.0,45.0,43.0,3.0,3.0,5,5,5,0,0.0,0.0,0.0,1
434,4,-3,38.0,52.0,38.0,51.0,41.0,9.0,9.0,6,2,4,3,0.25,0.5,0.0,0
435,1,2,34.0,46.0,35.0,56.0,52.0,4.0,5.0,5,6,6,0,0.0,1.0,0.0,0
436,2,2,36.0,43.0,38.0,47.0,53.0,3.0,5.0,4,4,6,0,0.0,0.0,0.0,0
437,5,0,29.0,38.0,53.0,54.0,47.0,2.0,3.0,1,2,5,0,0.25,0.0,0.3333333333333333,1
438,4,-3,23.0,43.0,48.0,37.0,45.0,6.0,8.0,6,6,4,2,2.5,2.0,1.0,1
439,2,2,59.0,37.0,40.0,31.0,26.0,7.0,7.0,5,6,6,6,1.5,3.0,0.6666666666666666,0
440,1,0,49.0,38.0,48.0,42.0,28.0,5.0,6.0,4,5,6,3,0.0,0.0,0.0,0
441,3,2,31.0,43.0,42.0,48.0,53.0,4.0,5.0,6,6,6,2,0.5,0.0,0.3333333333333333,0
442,1,0,29.0,49.0,31.0,43.0,46.0,6.0,7.0,3,5,6,0,0.0,0.0,0.0,0
443,2,3,27.0,40.0,48.0,42.0,42.0,5.0,7.0,5,6,6,6,1.75,0.0,2.6666666666666665,0
444,3,-3,40.0,44.0,41.0,38.0,40.0,4.0,6.0,5,6,6,5,0.0,0.0,0.0,1
445,4,1,31.0,45.0,50.0,44.0,47.0,1.0,4.0,5,6,6,0,0.0,0.0,0.0,0
446,4,2,46.0,33.0,42.0,37.0,45.0,4.0,2.0,5,6,5,6,0.0,0.0,0.0,0
447,2,2,38.0,32.0,49.0,58.0,37.0,3.0,8.0,6,5,5,6,1.5,2.0,2.3333333333333335,0
448,2,3,36.0,39.0,40.0,38.0,33.0,8.0,7.0,6,6,6,6,1.0,0.5,1.3333333333333333,1
449,1,0,47.0,49.0,53.0,31.0,35.0,8.0,10.0,5,6,5,5,0.0,2.5,3.0,0
450,1,2,32.0,44.0,49.0,41.0,47.0,4.0,7.0,5,3,6,0,2.5,1.5,3.3333333333333335,1
451,1,2,43.0,39.0,40.0,47.0,34.0,6.0,7.0,5,6,4,6,2.0,2.0,1.3333333333333333,0
452,1,3,25.0,45.0,40.0,42.0,47.0,5.0,5.0,5,4,5,2,0.0,0.0,0.0,0
453,3,2,34.0,39.0,47.0,44.0,48.0,2.0,7.0,5,3,6,3,0.5,0.0,0.0,0
454,2,2,48.0,27.0,44.0,44.0,45.0,2.0,6.0,5,4,5,2,1.0,1.5,1.3333333333333333,1
455,4,4,34.0,36.0,52.0,38.0,40.0,9.0,9.0,6,6,6,4,3.25,3.5,3.3333333333333335,1
456,1,2,44.0,34.0,51.0,38.0,22.0,7.0,6.0,6,6,5,5,0.75,1.5,0.6666666666666666,0
457,3,2,51.0,37.0,48.0,28.0,37.0,7.0,8.0,6,6,6,6,2.25,2.5,2.3333333333333335,1
458,3,3,31.0,36.0,47.0,47.0,47.0,2.0,1.0,5,6,6,0,0.0,0.0,0.0,0
459,1,2,42.0,40.0,47.0,47.0,43.0,4.0,7.0,6,6,6,6,2.5,1.0,3.3333333333333335,0
460,2,3,45.0,48.0,57.0,26.0,39.0,6.0,7.0,4,6,6,5,2.25,0.0,3.0,1
461,1,2,48.0,30.0,54.0,31.0,44.0,7.0,7.0,6,6,6,6,2.75,3.5,2.0,0
462,1,0,50.0,30.0,28.0,54.0,32.0,6.0,3.0,5,6,4,0,0.0,1.0,1.6666666666666667,1
463,3,0,44.0,43.0,55.0,44.0,24.0,8.0,10.0,3,6,6,6,1.0,1.5,1.3333333333333333,1
464,4,-1,46.0,33.0,42.0,52.0,32.0,4.0,8.0,6,6,3,3,0.5,1.0,0.6666666666666666,1
465,1,2,39.0,34.0,53.0,48.0,48.0,5.0,6.0,5,5,5,6,0.5,2.5,2.6666666666666665,0
466,1,3,49.0,32.0,46.0,40.0,39.0,8.0,9.0,5,6,6,6,0.0,1.0,0.0,0
467,1,2,39.0,44.0,53.0,50.0,40.0,3.0,9.0,0,6,5,6,0.5,1.0,1.6666666666666667,0
468,4,2,38.0,40.0,54.0,43.0,51.0,4.0,6.0,6,2,5,2,0.5,0.5,0.6666666666666666,1
469,3,2,35.0,41.0,41.0,41.0,43.0,2.0,3.0,6,6,6,0,0.0,0.0,0.0,1
470,2,2,25.0,51.0,55.0,48.0,42.0,7.0,10.0,5,6,5,6,1.5,1.0,2.6666666666666665,1
471,4,-3,59.0,28.0,36.0,53.0,26.0,4.0,7.0,3,6,6,6,0.75,3.5,0.6666666666666666,0
472,1,2,37.0,45.0,48.0,42.0,47.0,3.0,4.0,4,6,6,0,0.0,0.0,0.0,0
473,1,3,27.0,55.0,53.0,50.0,55.0,4.0,8.0,5,6,5,6,1.0,2.0,3.0,1
474,1,-4,39.0,40.0,45.0,51.0,42.0,5.0,6.0,5,6,5,6,1.5,2.0,1.3333333333333333,0
475,3,0,49.0,40.0,43.0,38.0,38.0,7.0,6.0,2,6,5,6,0.5,1.5,0.0,0
476,5,2,33.0,46.0,47.0,42.0,45.0,2.0,1.0,6,6,5,0,0.0,0.0,0.0,0
477,4,2,25.0,46.0,43.0,48.0,48.0,3.0,4.0,3,6,4,1,0.5,0.0,0.3333333333333333,0
478,3,2,52.0,33.0,50.0,31.0,39.0,5.0,4.0,6,6,3,6,0.0,0.0,0.0,1
479,3,1,50.0,35.0,41.0,35.0,32.0,8.0,9.0,6,6,5,6,0.75,3.5,0.0,0
480,2,2,40.0,45.0,44.0,49.0,46.0,4.0,7.0,6,6,6,2,0.0,0.0,0.0,0
481,2,3,40.0,37.0,55.0,52.0,44.0,5.0,8.0,6,6,5,3,0.0,1.0,0.0,0
482,1,0,47.0,34.0,45.0,34.0,37.0,2.0,4.0,3,6,4,6,2.25,1.5,3.0,1
483,3,2,46.0,41.0,48.0,42.0,46.0,5.0,8.0,6,6,5,6,1.25,3.5,1.3333333333333333,0
